название,категория,ссылка,файл,путь_к_файлу
a black and white photo of a building,Film,https://images.unsplash.com/photo-1715113027664-9cb8e8d31941?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1715113027664-9cb8e8d31941.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1715113027664-9cb8e8d31941.jpg
a group of people sitting at tables under yellow umbrellas,Film,https://images.unsplash.com/photo-1712143774512-cdc0628b2797?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1712143774512-cdc0628b2797.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1712143774512-cdc0628b2797.jpg
a store front window with the words peacock room on it,Film,https://images.unsplash.com/photo-1712143728218-265a1cba0c04?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1712143728218-265a1cba0c04.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1712143728218-265a1cba0c04.jpg
a brick wall with posters on it next to a building,Film,https://images.unsplash.com/photo-1712143748526-20f3c4739065?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1712143748526-20f3c4739065.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1712143748526-20f3c4739065.jpg
brown concrete cross on top of gray concrete pillar,Archival,https://images.unsplash.com/photo-1586775149738-6d222791ac43?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1586775149738-6d222791ac43.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1586775149738-6d222791ac43.jpg
a group of boats that are sitting in the water,Film,https://images.unsplash.com/photo-1715207475522-98de231fa0ee?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1715207475522-98de231fa0ee.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1715207475522-98de231fa0ee.jpg
man in black jacket and pants standing beside silver coupe,Archival,https://images.unsplash.com/photo-1583772096196-4813070ad30e?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1583772096196-4813070ad30e.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1583772096196-4813070ad30e.jpg
white coupe parked in front of white wall,Archival,https://images.unsplash.com/photo-1583773113673-e7b222dab79e?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1583773113673-e7b222dab79e.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1583773113673-e7b222dab79e.jpg
cars parked in front of gray and white house during daytime,Archival,https://images.unsplash.com/photo-1582551716244-ebcaaf650997?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1582551716244-ebcaaf650997.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1582551716244-ebcaaf650997.jpg
white and black cars parked in front of white and blue building,Archival,https://images.unsplash.com/photo-1582551716411-3ab24496aad3?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1582551716411-3ab24496aad3.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1582551716411-3ab24496aad3.jpg
a group of men standing around a car,Archival,https://images.unsplash.com/photo-1697791132220-f3a19a90d862?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1697791132220-f3a19a90d862.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1697791132220-f3a19a90d862.jpg
a city street filled with lots of tall buildings,Archival,https://images.unsplash.com/photo-1708616203968-8f647855ff46?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1708616203968-8f647855ff46.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1708616203968-8f647855ff46.jpg
"Main street of Greensboro, Alabama",Archival,https://images.unsplash.com/photo-1703244549265-e7b68197fda9?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1703244549265-e7b68197fda9.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1703244549265-e7b68197fda9.jpg
a city street filled with lots of traffic next to tall buildings,Archival,https://images.unsplash.com/photo-1708619273150-220c6d9bc97e?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1708619273150-220c6d9bc97e.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1708619273150-220c6d9bc97e.jpg
grayscale photo of vintage car parked beside house,Archival,https://images.unsplash.com/photo-1579762688034-a3274ebd158e?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1579762688034-a3274ebd158e.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1579762688034-a3274ebd158e.jpg
a drawing of a woman's head with lines on it,Archival,https://images.unsplash.com/photo-1715111641626-bb9ed0d0e0b9?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1715111641626-bb9ed0d0e0b9.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1715111641626-bb9ed0d0e0b9.jpg
a painting of a building with a lot of people around it,Archival,https://images.unsplash.com/photo-1714332587503-0c3e4b6d3239?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1714332587503-0c3e4b6d3239.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1714332587503-0c3e4b6d3239.jpg
a black and white drawing of a cathedral,Archival,https://images.unsplash.com/photo-1714251638822-62d77b633009?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1714251638822-62d77b633009.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1714251638822-62d77b633009.jpg
a painting of red flowers on a white background,Archival,https://images.unsplash.com/photo-1710068145611-8b0aab0117ff?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1710068145611-8b0aab0117ff.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1710068145611-8b0aab0117ff.jpg
a drawing of a plant with eyes on it,Archival,https://images.unsplash.com/photo-1712307155338-cb7964f81f40?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1712307155338-cb7964f81f40.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1712307155338-cb7964f81f40.jpg
the eiffel tower towering over a crowd of people,Archival,https://images.unsplash.com/photo-1697728664453-b62dcbbc8dc4?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1697728664453-b62dcbbc8dc4.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1697728664453-b62dcbbc8dc4.jpg
a tennis ball sitting on a tennis court,Textures & Patterns,https://images.unsplash.com/photo-1714291068490-50ae90bd94f8?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1714291068490-50ae90bd94f8.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1714291068490-50ae90bd94f8.jpg
white and brown concrete building,Archival,https://images.unsplash.com/photo-1586775149990-8fbceff65cd3?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1586775149990-8fbceff65cd3.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1586775149990-8fbceff65cd3.jpg
a clock sitting on top of a wooden table,Textures & Patterns,https://images.unsplash.com/photo-1715126416069-d3b67635216a?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1715126416069-d3b67635216a.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1715126416069-d3b67635216a.jpg
a leaf that is sitting on a tree branch,Textures & Patterns,https://images.unsplash.com/photo-1710924104616-236ac5e98528?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1710924104616-236ac5e98528.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1710924104616-236ac5e98528.jpg
a black and white photo of a jail cell,Textures & Patterns,https://images.unsplash.com/photo-1706711129609-f9ce58db04fc?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1706711129609-f9ce58db04fc.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1706711129609-f9ce58db04fc.jpg
a forest filled with lots of trees covered in fog,Textures & Patterns,https://images.unsplash.com/photo-1678719501340-a2b00d2bc17c?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1678719501340-a2b00d2bc17c.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1678719501340-a2b00d2bc17c.jpg
a black and white photo of the ceiling of a building,Textures & Patterns,https://images.unsplash.com/photo-1712825565895-59ec3fb19fe7?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1712825565895-59ec3fb19fe7.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1712825565895-59ec3fb19fe7.jpg
a black and white photo of a tree,Textures & Patterns,https://images.unsplash.com/photo-1712522810916-acc79fc58e40?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1712522810916-acc79fc58e40.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1712522810916-acc79fc58e40.jpg
a drawing of an hourglass with a bird flying by,Archival,https://images.unsplash.com/photo-1714252562812-4be7f7daf283?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1714252562812-4be7f7daf283.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1714252562812-4be7f7daf283.jpg
a black and white photo of a building,Textures & Patterns,https://images.unsplash.com/photo-1714480931464-1537f724428b?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1714480931464-1537f724428b.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1714480931464-1537f724428b.jpg
a tall building with a clock on the side of it,Textures & Patterns,https://images.unsplash.com/photo-1712074228527-3d5682dc192a?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1712074228527-3d5682dc192a.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1712074228527-3d5682dc192a.jpg
a black and white photo of wavy lines,Textures & Patterns,https://images.unsplash.com/photo-1714556982592-dd2eaedf6bea?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1714556982592-dd2eaedf6bea.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1714556982592-dd2eaedf6bea.jpg
a room with a clock and some windows,Textures & Patterns,https://images.unsplash.com/photo-1697082976654-2c536be14bd6?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1697082976654-2c536be14bd6.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1697082976654-2c536be14bd6.jpg
a black and white photo of a window with blinds,Textures & Patterns,https://images.unsplash.com/photo-1713375954574-7379dd8fc2f5?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1713375954574-7379dd8fc2f5.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1713375954574-7379dd8fc2f5.jpg
a room that has some stairs in it,Architecture & Interiors,https://plus.unsplash.com/premium_photo-1706571538434-f9fd41d04d82?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,premium_photo-1706571538434-f9fd41d04d82.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/premium_photo-1706571538434-f9fd41d04d82.jpg
a close up of a wooden stair case,Architecture & Interiors,https://images.unsplash.com/photo-1714464030351-3ac70aa843ea?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1714464030351-3ac70aa843ea.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1714464030351-3ac70aa843ea.jpg
a house with a cactus in front of it,Architecture & Interiors,https://images.unsplash.com/photo-1714894324021-79bad51f9f3a?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1714894324021-79bad51f9f3a.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1714894324021-79bad51f9f3a.jpg
a room filled with lots of wooden tables and chairs,Architecture & Interiors,https://images.unsplash.com/photo-1714894323765-6d530658ae59?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1714894323765-6d530658ae59.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1714894323765-6d530658ae59.jpg
Modern interior of living room have chair with table on white wall and wood floor.3D rendering,Architecture & Interiors,https://plus.unsplash.com/premium_photo-1683134440527-28b19fabf89d?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,premium_photo-1683134440527-28b19fabf89d.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/premium_photo-1683134440527-28b19fabf89d.jpg
a red and white building with a white stair case,Architecture & Interiors,https://images.unsplash.com/photo-1715243040333-b89890913402?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1715243040333-b89890913402.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1715243040333-b89890913402.jpg
a tall red brick building with lots of windows,Architecture & Interiors,https://images.unsplash.com/photo-1715242943703-9d0bf378cff3?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1715242943703-9d0bf378cff3.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1715242943703-9d0bf378cff3.jpg
a set of wooden stairs leading up to a large window,Architecture & Interiors,https://images.unsplash.com/photo-1714321473785-20374cd292d9?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1714321473785-20374cd292d9.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1714321473785-20374cd292d9.jpg
a kitchen with a wooden counter top next to a stove top oven,Architecture & Interiors,https://images.unsplash.com/photo-1714836999719-86884fbe3ee2?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1714836999719-86884fbe3ee2.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1714836999719-86884fbe3ee2.jpg
a tall red building with a green roof,Architecture & Interiors,https://images.unsplash.com/photo-1715158051483-6c52f710807c?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1715158051483-6c52f710807c.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1715158051483-6c52f710807c.jpg
a living room with a couch and a stair case,Architecture & Interiors,https://images.unsplash.com/photo-1713962494606-031df60d8e4d?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1713962494606-031df60d8e4d.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1713962494606-031df60d8e4d.jpg
a wooden desk topped with a wooden chair next to a window,Architecture & Interiors,https://images.unsplash.com/photo-1715007270258-740aa9900603?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1715007270258-740aa9900603.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1715007270258-740aa9900603.jpg
a red staircase leading to the top of a building,Architecture & Interiors,https://images.unsplash.com/photo-1714782648190-9009638b082d?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1714782648190-9009638b082d.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1714782648190-9009638b082d.jpg
a close up of a building with a fire hydrant,Architecture & Interiors,https://images.unsplash.com/photo-1714608879670-53081acccf86?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1714608879670-53081acccf86.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1714608879670-53081acccf86.jpg
a red door in front of a white building,Architecture & Interiors,https://images.unsplash.com/photo-1714383806879-fc2ff1068a1a?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1714383806879-fc2ff1068a1a.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1714383806879-fc2ff1068a1a.jpg
a bunch of flowers that are on the side of a building,Architecture & Interiors,https://images.unsplash.com/photo-1714164122748-f632713b82ad?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1714164122748-f632713b82ad.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1714164122748-f632713b82ad.jpg
a row of empty seats in a stadium,Architecture & Interiors,https://images.unsplash.com/photo-1713748245805-e2e4447a7a52?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1713748245805-e2e4447a7a52.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1713748245805-e2e4447a7a52.jpg
a red and white building with a tree in the background,Architecture & Interiors,https://images.unsplash.com/photo-1715243258761-0f3ba599d388?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1715243258761-0f3ba599d388.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1715243258761-0f3ba599d388.jpg
a group of wooden chairs sitting under a red roof,Architecture & Interiors,https://images.unsplash.com/photo-1715136129849-c8954a6c8b42?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1715136129849-c8954a6c8b42.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1715136129849-c8954a6c8b42.jpg
a red and white building with many windows,Architecture & Interiors,https://images.unsplash.com/photo-1713726649732-155641e89e3a?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1713726649732-155641e89e3a.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1713726649732-155641e89e3a.jpg
a man with a backpack climbing up a mountain,Travel,https://images.unsplash.com/photo-1706661584509-95b469fef208?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1706661584509-95b469fef208.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1706661584509-95b469fef208.jpg
gray concrete road near body of water during daytime,Travel,https://images.unsplash.com/photo-1611916813617-2122be4eedde?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1611916813617-2122be4eedde.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1611916813617-2122be4eedde.jpg
two people in a body of water,Travel,https://images.unsplash.com/photo-1714997219117-9e64dad78206?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,photo-1714997219117-9e64dad78206.jpg,/Users/johnlennon/RusttmGDrive/Python/GeekBrains/DataParse/seminar6/unsplash_spider/unsplash_spider/images/photo-1714997219117-9e64dad78206.jpg
